pair,pool,volume,vol_rank,Volume Share,tvl,tvl_rank,TVL Share,Fee Earned,fee_rank,Fee Share,Fee/TVL,apy
WSTRAX-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x9ca37e40aef2686a6f44cb4e2708849231ef3878"" target=""_blank"">🔗🦄 0x9ca3...3878</a>",5.465439897367669e+06,766.,6.438531643992587e-06,46926.3926688746,378.,3.6115556278200636e-05,16396.319692103007,851.,1.235931989933403e-05,34.94050737673339,0.16959155841100648
VITA-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0x9c73935fb72a606b14c03b9a10abb7f2f66b55b5"" target=""_blank"">🔗🦄 0x9c73...55b5</a>",5.45752979182176e+06,767.,6.429213187322853e-06,11.467929314556,1780.,8.825963876592323e-09,54575.2979182176,613.,4.1138107711913985e-05,475894.9625626514,2309.86251775755
wstETH-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x173821f6ad4c5324cd35753a9fd12d92f2eaab29"" target=""_blank"">🔗🦄 0x1738...ab29</a>",5.431166502374611e+06,768.,6.398156058064701e-06,600710.782876802,89.,0.0004623198769825535,16293.499507123832,855.,1.2281815460403238e-05,2.712370074180176,0.013165094110050056
" SHOP-WETH 1%","<a href=""https://info.uniswap.org/#/pools/0x546d4695c4fff0e0adf0d904ccde3a13472f9480"" target=""_blank"">🔗🦄 0x546d...9480</a>",5.425579206745877e+06,769.,6.391573974941389e-06,14149.0182329485,578.,1.0889387298083856e-05,54255.792067458766,614.,4.089726860329749e-05,383.4597650112184,1.8612076360251957
ARTE-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x418eb2f342d8189d480506ed814bcdf8cac52254"" target=""_blank"">🔗🦄 0x418e...2254</a>",5.364751853142824e+06,770.,6.319916642988621e-06,1080.94643975132,1046.,8.319195181702778e-07,53647.51853142824,616.,4.043876039174308e-05,4963.0135738982835,24.089095139266934
TXL-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x0d03eebe59cacb5dd521bdeed94f7ff4ce9e939a"" target=""_blank"">🔗🦄 0x0d03...939a</a>",5.35950840778736e+06,771.,6.313739630803203e-06,1737.92996764188,954.,1.3375481042584688e-06,53595.084077873595,618.,4.0399236023019004e-05,3083.8460165684573,14.968135585737858
STATE-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x6958648b60a778e161c85d54d9290501fdfad0d1"" target=""_blank"">🔗🦄 0x6958...d0d1</a>",5.310438901156095e+06,772.,6.2559335663082545e-06,112.46492563,1442.,8.65554141264301e-08,53104.389011560954,621.,4.002935684211331e-05,47218.622796470656,229.18613458393338
FREE-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xbedf43fe5df23e163e5a844c3f6fbbe4d77e5113"" target=""_blank"">🔗🦄 0xbedf...5113</a>",5.286367892344083e+06,773.,6.2275768457424295e-06,1750.13583423023,953.,1.3469420004568473e-06,15859.103677032248,859.,1.195437386815224e-05,906.1641597669262,4.398270190358086
USDC-XAI 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x55bb9904df17f3b07551aa117841b3bbfc66646d"" target=""_blank"">🔗🦄 0x55bb...646d</a>",5.258195521752518e+06,774.,6.194388538314982e-06,7288.78694982385,695.,5.6096064562997795e-06,2629.0977608762587,1247.,1.9817776722749907e-06,36.07044325722536,0.1750759546394582
POOL-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xff2bdf3044c601679dede16f5d4a460b35cebfee"" target=""_blank"">🔗🦄 0xff2b...bfee</a>",5.238971426192898e+06,775.,6.171741697454585e-06,567358.6019404513,93.,0.00043665132461572203,15716.914278578695,861.,1.1847193458476052e-05,2.770190532905379,0.013445738623809352
MERGE-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x07d86f491acc41b1ef2cb21316748c43f933af33"" target=""_blank"">🔗🦄 0x07d8...af33</a>",5.106799773810402e+06,776.,6.016037603679195e-06,1051.95064284179,1050.,8.096037322008185e-07,51067.99773810401,628.,3.8494353154609676e-05,4854.600174029693,23.562886482989867
WETH-ELA 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x412940fdac1214fc3df430769f54e69210a18e49"" target=""_blank"">🔗🦄 0x4129...8e49</a>",5.079957635764828e+06,777.,5.984416369442939e-06,43472.80027731,390.,3.345759764797661e-05,15239.872907294484,864.,1.1487606244782105e-05,35.05611051066502,0.1701526640477757
SPC-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x03a86da24f980cfeace0898883db181c74be9c13"" target=""_blank"">🔗🦄 0x03a8...9c13</a>",5.033875526928639e+06,778.,5.93012959261705e-06,657.027300665749,1137.,5.056622745529521e-07,15101.626580785918,866.,1.1383398068416155e-05,2298.4777901137177,11.156175444035997
HEX-USDC 0.05%,"<a href=""https://info.uniswap.org/#/pools/0xa2ea4d31e02d954aec68345b922bbe06d8f9ba6c"" target=""_blank"">🔗🦄 0xa2ea...ba6c</a>",5.01753447580415e+06,779.,5.910879106519527e-06,828.441132267584,1100.,6.375860285427674e-07,2508.767237902075,1257.,1.8910741817954544e-06,302.82987410766935,1.4698524474640866
NFTX-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x3cec6746ebd7658f58e5d786e0999118fea2905c"" target=""_blank"">🔗🦄 0x3cec...905c</a>",4.994162631884702e+06,780.,5.883346033339763e-06,71.2864205241702,1516.,5.486355515282972e-08,14982.487895654105,867.,1.1293592968882795e-05,21017.30986839798,102.01220880272956
WGMI-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xcbb6a40f67001725898049b66f73580c8e61db19"" target=""_blank"">🔗🦄 0xcbb6...db19</a>",4.976365415544157e+06,781.,5.862380119756343e-06,438.322597121549,1211.,3.373424532342177e-07,49763.65415544157,630.,3.751115693134179e-05,11353.202979321155,55.10530701399231
WETH-SQUAWK 1%,"<a href=""https://info.uniswap.org/#/pools/0x69f4ea8f9de06dbd55251c34cca79e0e66cd0d81"" target=""_blank"">🔗🦄 0x69f4...0d81</a>",4.956624378446922e+06,782.,5.8391242987387165e-06,87.3703058888456,1488.,6.724205761217916e-08,49566.24378446921,631.,3.736235171333493e-05,56731.22381822546,275.3576687985677
SUPERBID-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xba9458e13df13517612a0f0b91a9bab0d22ade90"" target=""_blank"">🔗🦄 0xba94...de90</a>",4.923102714719349e+06,783.,5.799634285725637e-06,4916.57951521989,762.,3.7839048364769766e-06,49231.02714719349,632.,3.7109670030282295e-05,1001.3267759586244,4.860163207777897
WETH-KCS 1%,"<a href=""https://info.uniswap.org/#/pools/0x0df407bc6abe9af2093dcb4c974e18d40a6a381a"" target=""_blank"">🔗🦄 0x0df4...381a</a>",4.923014394849293e+06,784.,5.7995302409847145e-06,15392.5166027614,561.,1.184641026112564e-05,49230.143948492936,633.,3.7109004287269236e-05,319.8316767750707,1.552374494985383
MAXI-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x327cbcb91a54d981bf51b531a0c07b62616bc3d1"" target=""_blank"">🔗🦄 0x327c...c3d1</a>",4.84302533841314e+06,785.,5.705299569582523e-06,7867.07698709317,679.,6.054670847536818e-06,14529.07601523942,869.,1.0951817339873641e-05,184.6820113630007,0.8963954008975432
BUSD-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x000ea4a83acefdd62b1b43e9ccc281f442651520"" target=""_blank"">🔗🦄 0x000e...1520</a>",4.831148090074598e+06,786.,5.69130764199622e-06,195.483455959168,1346.,1.5044825211619663e-07,14493.444270223794,872.,1.0924958621363065e-05,7414.153898144272,35.98625229817366
WBTC-LQTY 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xc2563cf31c89d043ffab8e7f77fbfbb58fc2a487"" target=""_blank"">🔗🦄 0xc256...a487</a>",4.805539191945519e+06,787.,5.661139219313305e-06,15181.4671048425,564.,1.1683982049919205e-05,14416.617575836559,874.,1.0867047717540083e-05,94.9619524666231,0.4609190512010297
DOP-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xb71008f10b4b126c43fad95257aa29c6e3b8ca37"" target=""_blank"">🔗🦄 0xb710...ca37</a>",4.804577931721599e+06,788.,5.660006811952499e-06,261140.684834905,159.,0.00020097946088104985,48045.779317215995,638.,3.621624654466078e-05,18.398427402298832,0.08930087768403024
BIRD-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0x02fb1165e700180c00f7a618df877e8d2afa173f"" target=""_blank"">🔗🦄 0x02fb...173f</a>",4.803053020898375e+06,789.,5.65821039907925e-06,1172.77213590429,1023.,9.025905394993304e-07,48030.53020898374,639.,3.620475197695528e-05,4095.4699330359535,19.87827826540057
ABC123-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x9e3d38fec23e3351b5ecc0d0053e1fde889dedef"" target=""_blank"">🔗🦄 0x9e3d...edef</a>",4.7991276931173075e+06,790.,5.653586188108855e-06,67.9293200219541,1521.,5.2279858746099955e-08,47991.27693117307,640.,3.617516339691599e-05,70648.84046485783,342.90993044778065
LINK-USDT 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xac5a2c404ebba22a869998089ac7893ff4e1f0a7"" target=""_blank"">🔗🦄 0xac5a...f0a7</a>",4.760909869439169e+06,791.,5.608563889494842e-06,5794.78034206849,733.,4.459786991097612e-06,14282.729608317506,877.,1.0766124812137318e-05,246.47577242279348,1.1963252251904206
XRT-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x43a4fbb71025fa2c3073a58fee6de69da33b3aa8"" target=""_blank"">🔗🦄 0x43a4...3aa8</a>",4.73360583918347e+06,792.,5.57639852566118e-06,134.081641354949,1414.,1.0319210126373233e-07,14200.81751755041,878.,1.0704380606582371e-05,10591.172194825054,51.40662036052054
TOWER-WETH 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x74c6eb5e3f55b372a0147c2438f4e7c07a965f9f"" target=""_blank"">🔗🦄 0x74c6...5f9f</a>",4.712202457651812e+06,793.,5.551184388854662e-06,1463.32809159504,984.,1.1262086224779494e-06,2356.1012288259058,1271.,1.7759966473633967e-06,161.00977233736663,0.7814969003076971
WETH-BDP 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xf987b7aa76b175c3230c395a495350d2eb146391"" target=""_blank"">🔗🦄 0xf987...6391</a>",4.690218254994038e+06,794.,5.525286018890298e-06,216.91257783453,1327.,1.6694056301132723e-07,14070.654764982113,879.,1.0606265716888908e-05,6486.786015569737,31.485065102166942
GRO-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x82298d2178a1803c36c57c40925f6f4049dce57a"" target=""_blank"">🔗🦄 0x8229...e57a</a>",4.6901294642430395e+06,795.,5.5251814194306516e-06,387.095604571343,1239.,2.979170632310978e-07,14070.388392729119,880.,1.060606492915429e-05,3634.861317609175,17.642611448501977
PRINTS-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x9558b165cb35ea5819340e5f5d84c868242c9ec1"" target=""_blank"">🔗🦄 0x9558...9ec1</a>",4.636034916474418e+06,796.,5.461455632647508e-06,36805.0182361504,414.,2.832592986227016e-05,46360.34916474418,643.,3.49457925151254e-05,125.96203285998756,0.6113848669400992
FORTH-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xc1df8037881df17dc88998824b9aea81c71bbb1b"" target=""_blank"">🔗🦄 0xc1df...bb1b</a>",4.583766299089992e+06,797.,5.39988087318863e-06,77948.9372409115,308.,5.9991170632157243e-05,45837.662990899924,645.,3.45517988780892e-05,58.80473116552258,0.28542189993903916
ELAND-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x8119c00d8a02c61f813675d23d5acb98851cf274"" target=""_blank"">🔗🦄 0x8119...f274</a>",4.582081606496868e+06,798.,5.397896230273344e-06,32305.3285103341,443.,2.486287233142891e-05,45820.816064968676,646.,3.453909989741459e-05,141.83671294446404,0.6884361732011884
WETH-NFTI 1%,"<a href=""https://info.uniswap.org/#/pools/0x8df124291507807bcfe5e0e1fb9f3d093ad78cd6"" target=""_blank"">🔗🦄 0x8df1...8cd6</a>",4.509228832445289e+06,799.,5.31207241738874e-06,1959.41666464834,929.,1.5080090072955617e-06,45092.28832445289,648.,3.39899457232062e-05,2301.311871946628,11.169931293357967
FLOAT-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xe8c2030686fc3b0161ee1def0e8d01dfe4fac0ac"" target=""_blank"">🔗🦄 0xe8c2...c0ac</a>",4.490133368982877e+06,800.,5.2895771108684615e-06,87914.3143052962,290.,6.766073813422082e-05,13470.400106948631,888.,1.0153802025096276e-05,15.322192083726616,0.07436968232127945
USDC-TEXAN 1%,"<a href=""https://info.uniswap.org/#/pools/0xb78a10166295cec4cbcf2891f635c8f42068ce35"" target=""_blank"">🔗🦄 0xb78a...ce35</a>",4.47579128522561e+06,801.,5.2726814973687275e-06,6976.02549522991,700.,5.36889854604672e-06,44757.91285225611,650.,3.373789809880172e-05,641.5961765458114,3.1141303781811325
BAND-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xc5003f495a5072a81771ef8aa38c6302f45f0ace"" target=""_blank"">🔗🦄 0xc500...0ace</a>",4.4693852656505685e+06,802.,5.265134920968571e-06,611.371150846203,1154.,4.70524324361706e-07,13408.155796951705,891.,1.0106883121731892e-05,2193.128638535427,10.644839801402007
NFTS-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x557d3e1ee5e8d870ef70624ac148c1253672d40d"" target=""_blank"">🔗🦄 0x557d...d40d</a>",4.468898230690302e+06,803.,5.264561172091575e-06,32583.6280925092,441.,2.5077057646996776e-05,13406.694692070905,892.,1.0105781761001717e-05,41.14549384742404,0.19970884646688533
HBTC-WBTC 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x685d5bb7b3b82045f8eaf8f61b793cc3a97f7c1a"" target=""_blank"">🔗🦄 0x685d...7c1a</a>",4.45857616945473e+06,804.,5.252401324184646e-06,69203.6581375425,326.,5.326061663762899e-05,2229.2880847273655,1280.,1.680406646388417e-06,3.2213442825473875,0.015635514137364314
WBTC-LQTY 1%,"<a href=""https://info.uniswap.org/#/pools/0xefd784093ddd12e24231fa6b792c09d03a4f7b7e"" target=""_blank"">🔗🦄 0xefd7...7b7e</a>",4.440091768853327e+06,805.,5.230625876932963e-06,2.68060656167659e+06,35.,0.002063052189437909,44400.91768853327,651.,3.346880006254602e-05,1.6563757741741347,0.008039589861350522
FET-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x744159757cac173a7a3ecf5e97adb10d1a725377"" target=""_blank"">🔗🦄 0x7441...5377</a>",4.436371422739503e+06,806.,5.226243143496996e-06,2407.27176032475,885.,1.8526878754649572e-06,13309.11426821851,895.,1.0032226981822508e-05,552.8712830670626,2.683484286163269
TONCOIN-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0x2a48dbf6347ea5cdc906b4bb6a2ed27969241cde"" target=""_blank"">🔗🦄 0x2a48...1cde</a>",4.417597942285822e+06,807.,5.204127147302962e-06,11074.9013160561,614.,8.523481116008288e-06,44175.97942285822,652.,3.3299244696751435e-05,398.88372963480083,1.936071294105084
WETH-DFND 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x28e810d4b33ae24fe6f721a21e42230bcb019da1"" target=""_blank"">🔗🦄 0x28e8...9da1</a>",4.402809724104771e+06,808.,5.1867059675800236e-06,12627.8176474995,597.,9.718638765549517e-06,13208.429172314312,897.,9.956331943622292e-06,104.5978770126585,0.50768916369176
ACX-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0xb975debd497c1cc6cdcb9f4246ef4903e842671f"" target=""_blank"">🔗🦄 0xb975...671f</a>",4.386080544762343e+06,809.,5.1669982491535295e-06,1813.07281789168,946.,1.3953796502767308e-06,43860.805447623425,653.,3.3061670896226697e-05,2419.141967978246,11.741845988192285
SKL-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x12cc685eeb95d3fcdfae0a996e214e51fa6f7548"" target=""_blank"">🔗🦄 0x12cc...7548</a>",4.381695325539507e+06,810.,5.161832265579971e-06,58598.0199401874,351.,4.5098290462558046e-05,43816.95325539507,654.,3.30286157178565e-05,74.77548439370517,0.3629395186662551
SHIK-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xa3c7d9bb879860bb4dd701e82bfe681498e38aae"" target=""_blank"">🔗🦄 0xa3c7...8aae</a>",4.374688089232805e+06,811.,5.1535774290901635e-06,1424.55984560198,988.,1.0963717505102012e-06,43746.880892328045,655.,3.2975796135931366e-05,3070.9050958713365,14.90532393607763
USDC-bLUSD 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x58d6cbf523d132b2c34288a7819d00e28f92b148"" target=""_blank"">🔗🦄 0x58d6...b148</a>",4.372831577753352e+06,812.,5.151390375873523e-06,159808.075070281,216.,0.0001229917153367685,13118.494733260055,899.,9.888540602448695e-06,8.208906044009824,0.03984375938914343
BOND-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xce962bde59c01a493f94b21560e48d7191d3bf96"" target=""_blank"">🔗🦄 0xce96...bf96</a>",4.354552692814604e+06,813.,5.129857035226651e-06,1004.8539685888,1059.,7.733571235705298e-07,43545.52692814604,656.,3.2824018291692145e-05,4333.517932889357,21.033697413625205
WETH-METL 1%,"<a href=""https://info.uniswap.org/#/pools/0x88efd7a4e57d160ab03cc538aa054fee3aa2080c"" target=""_blank"">🔗🦄 0x88ef...080c</a>",4.345381480622995e+06,814.,5.119052938755315e-06,176.763449647551,1362.,1.3604093454874364e-07,43453.81480622995,657.,3.275488695766762e-05,24583.03166908804,119.31923615980232
WETH-RLY 1%,"<a href=""https://info.uniswap.org/#/pools/0x1afef33988d6c332415e83a5a2740ffebbaa4b75"" target=""_blank"">🔗🦄 0x1afe...4b75</a>",4.32739671502059e+06,815.,5.097866083787494e-06,399.823981245561,1229.,3.077130943761204e-07,43273.96715020591,658.,3.261932027223533e-05,10823.254527003524,52.533083807929344
NMR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x4b1f895066058662b9fa885e87a4e4159be0798a"" target=""_blank"">🔗🦄 0x4b1f...798a</a>",4.300746763093142e+06,816.,5.0664712533588585e-06,28930.0244676513,461.,2.2265166090301124e-05,12902.240289279427,904.,9.725530981814347e-06,44.59809670643843,0.21646682576928228
WETH-ADS 0.01%,"<a href=""https://info.uniswap.org/#/pools/0x1fa2bc13299e0725bb3a91106417231efb34a1e9"" target=""_blank"">🔗🦄 0x1fa2...a1e9</a>",4.254651491992607e+06,817.,5.012168970799287e-06,100.843735592606,1459.,7.761149751692794e-08,425.4651491992606,1525.,3.2070976802825985e-07,421.905383313127,2.047812033368236
UCD-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x68031ca27f256ee9e4235afb8dee191f884d0915"" target=""_blank"">🔗🦄 0x6803...0915</a>",4.226306650131254e+06,818.,4.978777484533712e-06,3259.96103463788,832.,2.508935793168205e-06,12678.919950393763,907.,9.557195186944176e-06,388.92857355278636,1.8877517200367955
MXC-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xfa97b8c6683f2da5faacab0e410acf0190e70ebd"" target=""_blank"">🔗🦄 0xfa97...0ebd</a>",4.225175768921742e+06,819.,4.977445256096519e-06,28792.7264386815,463.,2.21594985882808e-05,42251.757689217426,660.,3.184879286305293e-05,146.744552931446,0.712257471010343
POOLZ-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x81a5274b944019ddd4689239d455400aaf543536"" target=""_blank"">🔗🦄 0x81a5...3536</a>",4.1845931210805285e+06,820.,4.9296370892829915e-06,99.7365294178922,1461.,7.675936794462928e-08,12553.779363241585,908.,9.462865936353315e-06,12586.942253265837,61.09353620268658
TCAP-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x11456b3750e991383bb8943118ed79c1afdee192"" target=""_blank"">🔗🦄 0x1145...e192</a>",4.172536796908643e+06,821.,4.915434202388507e-06,198797.797200477,195.,0.00015299904008045137,12517.61039072593,909.,9.435602263154352e-06,6.296654473541568,0.030562219186737665
USDC-BBS 1%,"<a href=""https://info.uniswap.org/#/pools/0xd2a151b92cb8b449209e92a4c58c267c184de999"" target=""_blank"">🔗🦄 0xd2a1...e999</a>",4.1647302787151206e+06,822.,4.906237776233934e-06,14775.2341441777,571.,1.1371336467794993e-05,41647.30278715121,662.,3.1393163085173264e-05,281.87237089276624,1.3681305236151553
KXA-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x0b1a02b8cad71bee94e7fd0845fd9853fa1b46ff"" target=""_blank"">🔗🦄 0x0b1a...46ff</a>",4.1543153415964036e+06,823.,4.893968516399726e-06,156557.979519986,222.,0.00012049037223152565,12462.946024789211,910.,9.394397017197142e-06,7.960594575250127,0.03863852420167947
stETH-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x63818bbdd21e69be108a23ac1e84cbf66399bd7d"" target=""_blank"">🔗🦄 0x6381...bd7d</a>",4.1497832538584913e+06,824.,4.888629515173502e-06,395156.222428309,120.,0.00030412068727491684,41497.83253858492,663.,3.128049447098702e-05,10.501626997943488,0.05097199274267783
wMEMO-USDC 1%,"<a href=""https://info.uniswap.org/#/pools/0x4594910245b585a90003ad2dd7445ff2f3f84be2"" target=""_blank"">🔗🦄 0x4594...4be2</a>",4.13898143473472e+06,825.,4.875904491104609e-06,201650.93872219,192.,0.00015519487886832059,41389.814347347194,664.,3.119907184654909e-05,20.525475660874072,0.09962498159865739
MUTE-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x90f13faa11725f4615d43035b9119acfd5c245ee"" target=""_blank"">🔗🦄 0x90f1...45ee</a>",4.137691443952628e+06,826.,4.874384824503765e-06,80345.1493354153,303.,6.183534675206934e-05,41376.91443952628,665.,3.11893480737498e-05,51.49895766176362,0.24996169609765587
KEEP-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xefe7b6aa87e79c6125702b4c32e64f2d0d04c779"" target=""_blank"">🔗🦄 0xefe7...c779</a>",4.1099746396932844e+06,827.,4.8417331945077815e-06,41.4292425957893,1593.,3.1884831913020314e-08,41099.746396932846,667.,3.0980422621659814e-05,99204.67723228438,481.51206369393344
PMON-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xf18c97261e4152c173779f749bbebc9e856d1838"" target=""_blank"">🔗🦄 0xf18c...1838</a>",4.0974583595725237e+06,828.,4.826988459017889e-06,38.1284503149602,1606.,2.9344471518772425e-08,40974.58359572524,668.,3.088607662642e-05,107464.59207561426,521.6034056861596
DVI-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x3bac5698df02ecad4709e70f2bf15fbb12ae821c"" target=""_blank"">🔗🦄 0x3bac...821c</a>",4.093050392590092e+06,829.,4.8217956775702815e-06,98508.4606801024,271.,7.581421995667058e-05,40930.50392590092,669.,3.0852849978571815e-05,41.55024212470353,0.20167338265314877
WETH-NTX 1%,"<a href=""https://info.uniswap.org/#/pools/0xcbea4f3f88a80160d4c242616fc1354da97ba037"" target=""_blank"">🔗🦄 0xcbea...a037</a>",4.0821954439656083e+06,830.,4.809008064583024e-06,7702.5564049068,682.,5.928052285850204e-06,40821.95443965608,670.,3.0771026871276926e-05,529.979298998071,2.5723729273177653
BOOP-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x7c46e694d1ee0e577e64933d98dcbff3fdaca2d3"" target=""_blank"">🔗🦄 0x7c46...a2d3</a>",4.01002514277599e+06,831.,4.723988235128924e-06,116891.006947398,255.,8.996182105053201e-05,40100.251427759904,673.,3.0227017083480833e-05,34.30567712176983,0.16651026794476048
DEPO-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xbeb8ea0acc996de5bd1f801312f92ef06912177f"" target=""_blank"">🔗🦄 0xbeb8...177f</a>",3.963503031583236e+06,832.,4.669183115928152e-06,23.5997143867154,1679.,1.8162845354362962e-08,39635.03031583236,675.,2.9876339818447653e-05,167947.0762499713,815.1686546707383
WBTC-AUSD 1%,"<a href=""https://info.uniswap.org/#/pools/0x2498436a3eb56b9b944d4f8e3704456a86645227"" target=""_blank"">🔗🦄 0x2498...5227</a>",3.9625775822116304e+06,833.,4.668092895346482e-06,70764.5915491683,320.,5.446194440368775e-05,39625.7758221163,677.,2.9869363908579403e-05,55.99661490956776,0.2717920803456414
YARRR-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xc86c509199f11a89bbfecb1b86dae2698b8f89eb"" target=""_blank"">🔗🦄 0xc86c...89eb</a>",3.9325125751055763e+06,834.,4.632674977802018e-06,21203.8777093031,511.,1.6318958163480445e-05,39325.12575105576,680.,2.964273802693205e-05,185.4619531869968,0.9001810227826308
BRD-USDT 1%,"<a href=""https://info.uniswap.org/#/pools/0x5c1e3f0979513f1111995da718780bd24e73cda3"" target=""_blank"">🔗🦄 0x5c1e...cda3</a>",3.9139884713555034e+06,835.,4.610852758472722e-06,1647.35260333325,966.,1.2678378258379166e-06,39139.88471355504,682.,2.9503105884844782e-05,2375.9263581069085,11.532089371130606
WETH-renBTC 0.05%,"<a href=""https://info.uniswap.org/#/pools/0xda2b18487a4012c46344083982afbea6871d7ac3"" target=""_blank"">🔗🦄 0xda2b...7ac3</a>",3.907430624016166e+06,836.,4.603127322203422e-06,7856.381802974445,680.,6.04643960490389e-06,1953.715312008083,1300.,1.4726836867522697e-06,24.86787634567864,0.12070179343314766
WETH-FLEX 1%,"<a href=""https://info.uniswap.org/#/pools/0xfe5ceab42b1bf0662adf30d95e69e32922f39919"" target=""_blank"">🔗🦄 0xfe5c...9919</a>",3.9056707657730584e+06,837.,4.601054130804383e-06,599.438624460405,1159.,4.613407966341796e-07,39056.707657730585,683.,2.9440408166056444e-05,6515.5473911758945,31.624664864085126
STORJ-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xb29148f6ea9f2d78ba9b2d6b30af37afdcc31a9e"" target=""_blank"">🔗🦄 0xb291...1a9e</a>",3.8756625380485086e+06,838.,4.565703101900433e-06,11661.0761299039,609.,8.97461380007726e-06,38756.625380485086,687.,2.9214210279564633e-05,332.3589088068537,1.613178214288585
WAS-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xed4cb3766090ce8a6b0894ee82ba11ba5c504209"" target=""_blank"">🔗🦄 0xed4c...4209</a>",3.8679073101145676e+06,839.,4.556567097956248e-06,15435.4190967907,560.,1.1879428938877489e-05,38679.073101145674,689.,2.9155752439800755e-05,250.58647814226015,1.216277453749002
LINA-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x7efd2626ee9ba89b46630c4bbf684561abab6733"" target=""_blank"">🔗🦄 0x7efd...6733</a>",3.8316816889124024e+06,840.,4.5138917025968066e-06,49993.8500312565,371.,3.847633712457421e-05,11495.045066737206,919.,8.664806609344935e-06,22.99291824804536,0.11160126543266698
CRO-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x552de0b5d94e4187e8d0cff4fedec1aec8cf8d56"" target=""_blank"">🔗🦄 0x552d...8d56</a>",3.83003376256801e+06,841.,4.511950371960191e-06,248.805361801693,1305.,1.9148593223163285e-07,11490.10128770403,920.,8.6610800568179e-06,4618.108389827251,22.415020775092373
WETH-DPX 1%,"<a href=""https://info.uniswap.org/#/pools/0xf3e59c4572a70bf5627de41d1f29f3851f50b2d6"" target=""_blank"">🔗🦄 0xf3e5...b2d6</a>",3.8157986211882066e+06,842.,4.4951807413446e-06,1186.1817401666503,1020.,9.129108579781658e-07,38157.98621188207,690.,2.8762964321448828e-05,3216.8751987803435,15.613822440888635
